arxiv_id,title
2203.11242,"A survey on GANs for computer vision: Recent research, analysis and taxonomy"
1512.00327,Technical Privacy Metrics: a Systematic Survey
2205.10330,"A Review of Safe Reinforcement Learning: Methods, Theory and Applications"
2103.15059,A Benchmark and Comprehensive Survey on Knowledge Graph Entity Alignment via Representation Learning
2205.10014,"A Survey of Trustworthy Graph Learning: Reliability, Explainability, and Privacy Protection"
2304.09854,Transformer-Based Visual Segmentation: A Survey
2402.11143,Foundation Models for Recommender Systems: A Survey and New Perspectives
2302.11087,A Survey on User Behavior Modeling in Recommender Systems
2003.03009,Communication optimization strategies for distributed deep neural network training: A survey
2203.02662,"A Survey on Metaverse: Fundamentals, Security, and Privacy"
2305.07153,Towards best practices in AGI safety and governance: A survey of expert opinion
2402.04013,Privacy Leakage on DNNs: A Survey of Model Inversion Attacks and Defenses
2305.06131,Generative AI meets 3D: A Survey on Text-to-3D in AIGC Era
2101.11282,Deep Learning for Instance Retrieval: A Survey
2010.00130,Computing Graph Neural Networks: A Survey from Algorithms to Accelerators
2103.00742,Automated Machine Learning on Graphs: A Survey
2407.07111,Diffusion Model-Based Video Editing: A Survey
2504.02891,Automated Survey Collection with LLM-based Conversational Agents
1811.04820,Learning from positive and unlabeled data: a survey
2307.10894,Human Motion Generation: A Survey
2012.00641,A Decade Survey of Content Based Image Retrieval using Deep Learning
2206.01038,"A Survey on Video Action Recognition in Sports: Datasets, Methods and Applications"
2108.11544,Vision-Language Navigation: A Survey and Taxonomy
1907.12740,Deep Learning in Video Multi-Object Tracking: A Survey
1409.7618,Multiple Object Tracking: A Literature Review
2411.14565,Privacy-Preserving Video Anomaly Detection: A Survey
2001.04193,Deep Learning for Person Re-identification: A Survey and Outlook
1912.11861,A Review on Intelligent Object Perception Methods Combining Knowledge-based Reasoning and Machine Learning
2212.04612,Training Data Influence Analysis and Estimation: A Survey
2510.07077,Vision-Language-Action Models for Robotics: A Review Towards Real-World Applications
2307.09220,"A Survey on Open-Vocabulary Detection and Segmentation: Past, Present, and Future"
2308.14970,Audio Deepfake Detection: A Survey
2106.04823,Taxonomy of Machine Learning Safety: A Survey and Primer
2206.08451,I Know What You Trained Last Summer: A Survey on Stealing Machine Learning Models and Defences
1911.13288,Financial Time Series Forecasting with Deep Learning : A Systematic Literature Review: 2005-2019
2206.07284,"A Survey on Gradient Inversion: Attacks, Defenses and Future Directions"
2207.12515,A Survey on Trustworthy Recommender Systems
2411.17040,Multimodal Alignment and Fusion: A Survey
2303.17220,Milestones in Autonomous Driving and Intelligent Vehicles: Survey of Surveys
2404.14942,Manipulating Recommender Systems: A Survey of Poisoning Attacks and Countermeasures
2411.14491,A Survey on Human-Centric LLMs
2001.04758,Deep Audio-Visual Learning: A Survey
2202.10276,Poisoning Attacks and Defenses on Artificial Intelligence: A Survey
2309.01038,Neurosymbolic Reinforcement Learning and Planning: A Survey
2009.07237,A Survey on Automated Log Analysis for Reliability Engineering
2211.15588,Internet of Behaviors: A Survey
1805.10511,A Survey of Utility-Oriented Pattern Mining
2506.19676,"A Survey of LLM-Driven AI Agent Communication: Protocols, Security Risks, and Defense Countermeasures"
2204.06127,Reinforcement learning on graphs: A survey
2407.07196,"Large Language Models for Wearable Sensor-Based Human Activity Recognition, Health Monitoring, and Behavioral Modeling: A Survey of Early Trends, Datasets, and Challenges"
2405.03066,A scoping review of using Large Language Models (LLMs) to investigate Electronic Health Records (EHRs)
2404.18947,Multimodal Fusion on Low-quality Data: A Comprehensive Survey
2004.11829,A survey on domain adaptation theory: learning bounds and theoretical guarantees
1912.10944,A Survey of Deep Reinforcement Learning in Video Games
2212.06355,A Review of Off-Policy Evaluation in Reinforcement Learning
2408.09675,Multi-Agent Reinforcement Learning for Autonomous Driving: A Survey
2306.12680,Recent Developments in Recommender Systems: A Survey
2506.15170,From LLMs to MLLMs to Agents: A Survey of Emerging Paradigms in Jailbreak Attacks and Defenses within LLM Ecosystem
2109.07906,Ethics of AI: A Systematic Literature Review of Principles and Challenges
2104.01789,Deep Learning-Based Autonomous Driving Systems: A Survey of Attacks and Defenses
2111.15015,Neural Attention for Image Captioning: Review of Outstanding Methods
1901.06032,A Survey of the Recent Architectures of Deep Convolutional Neural Networks
2101.01229,A Survey on Embedding Dynamic Graphs
2010.09553,Survey on Causal-based Machine Learning Fairness Notions
2105.06339,Graph Learning based Recommender Systems: A Review
2505.12786,Forewarned is Forearmed: A Survey on Large Language Model-based Agents in Autonomous Cyberattacks
2306.03395,Computational Technologies for Fashion Recommendation: A Survey
2008.03686,Local Differential Privacy and Its Applications: A Comprehensive Survey
2202.12040,Self-Training: A Survey
1707.02038,A Tutorial on Thompson Sampling
2008.03638,Big Networks: A Survey
2008.12372,Data-driven Computational Social Science: A Survey
1904.08939,Understanding Neural Networks via Feature Visualization: A survey
2107.11400,Robust Explainability: A Tutorial on Gradient-Based Attribution Methods for Deep Neural Networks
2012.07532,An overview of 11 proposals for building safe advanced AI
2003.07631,Explaining Deep Neural Networks and Beyond: A Review of Methods and Applications
2109.02081,"Deep Person Generation: A Survey from the Perspective of Face, Pose and Cloth Synthesis"
2105.01798,Pervasive AI for IoT applications: A Survey on Resource-efficient Distributed Artificial Intelligence
2204.00827,Intelligence at the Extreme Edge: A Survey on Reformable TinyML
2402.02460,Review of multimodal machine learning approaches in healthcare
1912.00595,Industrial Internet of Things (IIoT) Applications of Edge and Fog Computing: A Review and Future Directions
2401.00794,Privacy-Preserving Data in IoT-based Cloud Systems: A Comprehensive Survey with AI Integration
2308.05384,Enhancing Deep Reinforcement Learning: A Tutorial on Generative Diffusion Models in Network Optimization
2010.05253,A Comprehensive Survey on Local Differential Privacy Toward Data Statistics and Analysis
1705.06270,A Review on Bilevel Optimization: From Classical to Evolutionary Approaches and Applications
2404.11420,"Quantum Cloud Computing: A Review, Open Problems, and Future Directions"
2302.00165,A Brief Overview of Software-Defined Networking
2205.01081,Distributed intelligence on the Edge-to-Cloud Continuum: A systematic literature review
2108.10076,Development of A Fully Data-Driven Artificial Intelligence and Deep Learning for URLLC Application in 6G Wireless Systems: A Survey
2006.04950,Machine Learning Systems for Intelligent Services in the IoT: A Survey
1912.08530,Edge Computing: A Comprehensive Survey of Current Initiatives and a Roadmap for a Sustainable Edge Computing Development
2008.07235,A Survey of Deep Learning for Data Caching in Edge Network
2212.00481,"A Survey of Mobile Edge Computing for the Metaverse: Architectures, Applications, and Challenges"
2404.13348,Socialized Learning: A Survey of the Paradigm Shift for Edge Intelligence in Networked Systems
2305.06360,Exploring the Landscape of Machine Unlearning: A Comprehensive Survey and Taxonomy
2302.08893,Active learning for data streams: a survey
2310.17944,A Survey on Trustworthy Edge Intelligence: From Security and Reliability To Transparency and Sustainability
2108.04465,Industrial Digital Twins at the Nexus of NextG Wireless Networks and Computational Intelligence: A Survey
2401.11366,A Multivocal Literature Review on the Benefits and Limitations of Automated Machine Learning Tools
2304.00524,"A Survey on Federated Learning for the Healthcare Metaverse: Concepts, Applications, Challenges, and Future Directions"
2303.10993,A Survey on Oversmoothing in Graph Neural Networks
1602.07017,A survey of sparse representation: algorithms and applications
2403.19178,Enhancing Trust and Privacy in Distributed Networks: A Comprehensive Survey on Blockchain-based Federated Learning
2312.00333,Green Edge AI: A Contemporary Survey
2305.17464,Edge to Cloud Tools: A Multivocal Literature Review
1801.03181,The Dark Energy Survey Data Release 1
2201.03299,Avoiding Overfitting: A Survey on Regularization Methods for Convolutional Neural Networks
2109.13157,Visual Anomaly Detection for Images: A Survey
1905.13294,"A Review of Deep Learning with Special Emphasis on Architectures, Applications and Recent Trends"
2206.12753,Spatiotemporal Data Mining: A Survey
2309.01194,"A Survey on Service Route and Time Prediction in Instant Delivery: Taxonomy, Progress, and Prospects"
2008.08903,Generative Adversarial Networks for Spatio-temporal Data: A Survey
2011.10187,A Survey on Deep Learning Based Point-Of-Interest (POI) Recommendations
2308.04522,"Deep Learning for Steganalysis of Diverse Data Types: A review of methods, taxonomy, challenges and future directions"
2202.07799,"A Survey on Scheduling Techniques in the Edge Cloud: Issues, Challenges and Future Directions"
2007.14215,A Review on Computational Intelligence Techniques in Cloud and Edge Computing
1402.0585,AI Methods in Algorithmic Composition: A Comprehensive Survey
2404.08071,Overview of the TREC 2023 NeuCLIR Track
2405.07406,Machine Unlearning: A Comprehensive Survey
2406.06186,A Survey on Machine Unlearning: Techniques and New Emerged Privacy Risks
1810.05851,Overview of CAIL2018: Legal Judgment Prediction Competition
2204.13620,Generative Adversarial Networks for Image Super-Resolution: A Survey
2405.20038,Deep Reinforcement Learning for Intrusion Detection in IoT: A Survey
2108.00443,A Survey on Audio Synthesis and Audio-Visual Multimodal Processing
2202.09895,UX Research on Conversational Human-AI Interaction: A Literature Review of the ACM Digital Library
2503.21765,Exploring the Evolution of Physics Cognition in Video Generation: A Survey
2101.05765,The Dark Energy Survey Data Release 2
2011.00680,Modern Monte Carlo Methods for Efficient Uncertainty Quantification and Propagation: A Survey
1804.06655,Deep Face Recognition: A Survey
2112.06126,Neural Network Quantization for Efficient Inference: A Survey
2305.10032,A Survey on Causal Discovery: Theory and Practice
2005.04275,Pruning Algorithms to Accelerate Convolutional Neural Networks for Edge Applications: A Survey
1808.05283,All One Needs to Know about Fog Computing and Related Edge Computing Paradigms: A Complete Survey
1904.09172,Video Object Segmentation and Tracking: A Survey
1712.08934,A Survey of FPGA-Based Neural Network Accelerator
2110.04984,Advances in Multi-turn Dialogue Comprehension: A Survey
1904.05037,Survey of ETA prediction methods in public transport networks
1911.03723,Deep learning for cardiac image segmentation: A review
2301.00813,A Survey on Protein Representation Learning: Retrospect and Prospect
1712.04323,Deep Echo State Network (DeepESN): A Brief Survey
2208.07541,Social Interactions for Autonomous Driving: A Review and Perspectives
2101.00798,Fusion of Federated Learning and Industrial Internet of Things: A Survey
2410.19998,Artificial Intelligence of Things: A Survey
1312.0049,One-Class Classification: Taxonomy of Study and Review of Techniques
2312.05162,A Review of Cooperation in Multi-agent Learning
1312.6565,Mobile Multimedia Recommendation in Smart Communities: A Survey
1812.00140,"The Art, Science, and Engineering of Fuzzing: A Survey"
2307.04147,A Survey and Approach to Chart Classification
2302.04473,"A Comprehensive Survey on Multimodal Recommender Systems: Taxonomy, Evaluation, and Future Directions"
2402.14304,Vision-Language Navigation with Embodied Intelligence: A Survey
2306.05980,Federated Learning for Medical Image Analysis: A Survey
2205.05396,A Survey on Fairness for Machine Learning on Graphs
2306.01603,Decentralized Federated Learning: A Survey and Perspective
2206.12512,Placental Vessel Segmentation and Registration in Fetoscopy: Literature Review and MICCAI FetReg2021 Challenge Findings
2107.07919,A Survey on Bias in Visual Datasets
2108.04097,Deep Learning for Embodied Vision Navigation: A Survey
2308.11841,A Survey for Federated Learning Evaluations: Goals and Measures
2307.03353,"A Survey of Deep Learning in Sports Applications: Perception, Comprehension, and Decision"
2009.13120,Medical Image Segmentation Using Deep Learning: A Survey
1911.03298,Blockchain for Future Smart Grid: A Comprehensive Survey
2108.03357,"A Survey on Cross-domain Recommendation: Taxonomies, Methods, and Future Directions"
2112.00247,Adversarial Attacks Against Deep Generative Models on Data: A Survey
2304.12205,Synthetic Datasets for Autonomous Driving: A Survey
2502.10498,The Role of World Models in Shaping Autonomous Driving: A Comprehensive Survey
1908.11348,Survey and Benchmarking of Machine Learning Accelerators
2204.01855,A Survey on Graph Representation Learning Methods
2402.00447,A Survey of Data-Efficient Graph Learning
2103.15447,Dynamic Network Embedding Survey
1305.0982,Context Aware Computing for The Internet of Things: A Survey
2504.02477,Multimodal Fusion and Vision-Language Models: A Survey for Robot Vision
2405.09591,A Comprehensive Survey on Data Augmentation
2103.00550,A Survey on Deep Semi-supervised Learning
2308.04268,Teacher-Student Architecture for Knowledge Distillation: A Survey
2308.10407,Federated Learning for Connected and Automated Vehicles: A Survey of Existing Approaches and Challenges
2104.09632,Searching for Scientific Evidence in a Pandemic: An Overview of TREC-COVID
2001.00179,DeepFakes and Beyond: A Survey of Face Manipulation and Fake Detection
2412.05731,A Scoping Review of ChatGPT Research in Accounting and Finance
2303.14453,Federated Learning without Full Labels: A Survey
1806.10761,"Survey of multifidelity methods in uncertainty propagation, inference, and optimization"
2011.00235,Domain-specific Knowledge Graphs: A survey
2402.07956,Educational data mining and learning analytics: An updated survey
1811.03402,A Survey on Data Collection for Machine Learning: a Big Data -- AI Integration Perspective
2010.10596,Counterfactual Explanations and Algorithmic Recourses for Machine Learning: A Review
2503.21411,"Exploring the Roles of Large Language Models in Reshaping Transportation Systems: A Survey, Framework, and Roadmap"
1901.04407,Self-Driving Cars: A Survey
1501.00963,The Eleventh and Twelfth Data Releases of the Sloan Digital Sky Survey: Final Data from SDSS-III
2205.13685,Adversarial attacks and defenses in Speaker Recognition Systems: A survey
2102.01330,AI4VIS: Survey on Artificial Intelligence Approaches for Data Visualization
2104.01111,A Comprehensive Survey of Scene Graphs: Generation and Application
2211.15397,Automating Systematic Literature Reviews with Natural Language Processing and Text Mining: a Systematic Literature Review
0903.5451,The 6dF Galaxy Survey: Final Redshift Release (DR3) and Southern Large-Scale Structures
1210.2130,The WiggleZ Dark Energy Survey: Final data release and cosmological results
2104.03528,Neural Temporal Point Processes: A Review
2103.03036,A Survey on Graph Structure Learning: Progress and Opportunities
1508.03326,A Survey on Contextual Multi-armed Bandits
1008.0031,The Wide-field Infrared Survey Explorer (WISE): Mission Description and Initial On-orbit Performance
0306581,The 2dF Galaxy Redshift Survey: Final Data Release
2005.08679,An Overview of Privacy in Machine Learning
2003.05730,A Survey of Adversarial Learning on Graphs
2210.15663,Deep Generative Models on 3D Representations: A Survey
2310.04987,Data-centric Graph Learning: A Survey
2108.11510,Deep Reinforcement Learning in Computer Vision: A Comprehensive Survey
2202.02510,A Survey on Poisoning Attacks Against Supervised Machine Learning
2107.01272,Physics-Guided Deep Learning for Dynamical Systems: A Survey
2008.13020,A Decade of In-text Citation Analysis based on Natural Language Processing and Machine Learning Techniques: An overview of empirical studies
2003.11066,A Survey of Methods for Low-Power Deep Learning and Computer Vision
2211.04324,Machine Learning-Aided Operations and Communications of Unmanned Aerial Vehicles: A Contemporary Survey
2002.08811,Satellite Communications in the New Space Era: A Survey and Future Challenges
1609.08583,Survey of Inter-satellite Communication for Small Satellite Systems: Physical Layer to Network Layer View
1801.07359,A Survey of Channel Modeling for UAV Communications
1908.06976,A survey on intrinsic motivation in reinforcement learning
2502.05240,Survey on AI-Generated Media Detection: From Non-MLLM to MLLM
2502.16065,A Survey of Model Extraction Attacks and Defenses in Distributed Computing Environments
2101.10899,Artificial Intelligence for Satellite Communication: A Review
2303.01633,Revolutionizing Future Connectivity: A Contemporary Survey on AI-empowered Satellite-based Non-Terrestrial Networks in 6G
2411.17911,Passive Deepfake Detection Across Multi-modalities: A Comprehensive Survey
2206.08304,Adversarial Patch Attacks and Defences in Vision-Based Tasks: A Survey
1904.12218,Graph Kernels: A Survey
2101.11517,Investigating Bi-Level Optimization for Learning and Vision from a Unified Perspective: A Survey and Beyond
2202.06416,State-of-the-Art Review of Design of Experiments for Physics-Informed Deep Learning
2203.16797,When Physics Meets Machine Learning: A Survey of Physics-Informed Machine Learning
2110.04600,A Review of Physics-based Machine Learning in Civil Engineering
1903.02026,Deep Learning in Medical Image Registration: A Survey
2201.00682,Scientific Paper Recommendation Systems: a Literature Review of recent Publications
1909.11573,Deep Learning for Deepfakes Creation and Detection: A Survey
2111.04006,A Review of Location Encoding for GeoAI: Methods and Applications
2104.07914,Federated Learning for Internet of Things: A Comprehensive Survey
2303.03885,"AI Risk Skepticism, A Comprehensive Survey"
2301.00767,A Survey on Federated Recommendation Systems
2206.07579,"A Comprehensive Survey on Deep Clustering: Taxonomy, Challenges, and Future Directions"
2111.04418,"A Survey of Human Activity Recognition in Smart Homes Based on IoT Sensors Algorithms: Taxonomies, Challenges, and Opportunities with Deep Learning"
2502.07978,A Survey of In-Context Reinforcement Learning
2006.01423,Monocular Human Pose Estimation: A Survey of Deep Learning-based Methods
2202.10284,A Review of Emerging Research Directions in Abstract Visual Reasoning
2306.11722,Automated Grading and Feedback Tools for Programming Education: A Systematic Review
2210.04142,Deep Clustering: A Comprehensive Survey
2202.07170,Fairness Amidst Non-IID Graph Data: A Literature Review
2404.00621,"Multimodal Pretraining, Adaptation, and Generation for Recommendation: A Survey"
2404.05264,Unbridled Icarus: A Survey of the Potential Perils of Image Inputs in Multimodal Large Language Model Security
2107.08241,"High-Accuracy Model-Based Reinforcement Learning, a Survey"
1303.4803,A Survey of Appearance Models in Visual Object Tracking
1904.05526,A Selective Overview of Deep Learning
2306.07515,A Survey on Video Moment Localization
2306.06123,Adversarial attacks and defenses in explainable artificial intelligence: A survey
2411.18892,A Comprehensive Survey of Reinforcement Learning: From Algorithms to Practical Challenges
2203.10462,Optical Flow for Video Super-Resolution: A Survey
2202.07412,Knowledge Graph Reasoning with Logics and Embeddings: Survey and Perspective
2304.08795,A Systematic Literature Review of User Trust in AI-Enabled Systems: An HCI Perspective
2403.04279,Controllable Generation with Text-to-Image Diffusion Models: A Survey
2304.10755,Interpretable and Robust AI in EEG Systems: A Survey
2303.14329,Edge-Based Video Analytics: A Survey
2308.08849,A Survey on Deep Multi-modal Learning for Body Language Recognition and Generation
2211.08469,Deep learning for table detection and structure recognition: A survey
2408.15777,A Survey on Facial Expression Recognition of Static and Dynamic Emotions
1402.4645,A Survey on Semi-Supervised Learning Techniques
2310.08565,"Security Considerations in AI-Robotics: A Survey of Current Methods, Challenges, and Opportunities"
1207.3231,An Overview of Recent Progress in the Study of Distributed Multi-agent Coordination
2504.18875,"Generative to Agentic AI: Survey, Conceptualization, and Challenges"
2110.09610,A Survey on Machine Learning Techniques for Source Code Analysis
2107.12045,How to Certify Machine Learning Based Safety-critical Systems? A Systematic Literature Review
2307.10897,A Survey on Dialogue Management in Human-Robot Interaction
1709.08071,Autonomous Agents Modelling Other Agents: A Comprehensive Survey and Open Problems
1907.03146,"A Review of Robot Learning for Manipulation: Challenges, Representations, and Algorithms"
2005.00935,Deep Reinforcement Learning for Intelligent Transportation Systems: A Survey
2506.05364,Survey of LLM Agent Communication with MCP: A Software Design Pattern Centric Review
2303.11123,The Human-Centric Metaverse: A Survey
2007.00047,A Survey on Instance Segmentation: State of the art
2305.14598,Vision + Language Applications: A Survey
2001.11231,Survey of Deep Reinforcement Learning for Motion Planning of Autonomous Vehicles
2110.01858,"KKT Conditions, First-Order and Second-Order Optimization, and Distributed Optimization: Tutorial and Survey"
2101.00734,"Factor Analysis, Probabilistic Principal Component Analysis, Variational Inference, and Variational Autoencoder: Tutorial and Survey"
2403.14280,Large Language Models for Blockchain Security: A Systematic Literature Review
2409.05383,Deep Learning for Video Anomaly Detection: A Review
2405.19387,Video Anomaly Detection in 10 Years: A Survey and Outlook
2007.00800,A Survey on Self-supervised Pre-training for Sequential Transfer Learning in Neural Networks
2110.00111,Deep Learning-based Action Detection in Untrimmed Videos: A Survey
1707.02553,Guidelines for including grey literature and conducting multivocal literature reviews in software engineering
2003.06979,Anomalous Example Detection in Deep Learning: A Survey
2404.10407,Comprehensive Survey of Model Compression and Speed up for Vision Transformers
1808.04752,A Survey on Methods and Theories of Quantized Neural Networks
2005.13247,A Quantitative Survey of Communication Optimizations in Distributed Deep Learning
2204.12063,A Review-aware Graph Contrastive Learning Framework for Recommendation
2207.09542,Controllable Data Generation by Deep Learning: A Review
2101.01669,A Survey of Community Detection Approaches: From Statistical Modeling to Deep Learning
2311.13233,"A Survey of Adversarial CAPTCHAs on its History, Classification and Generation"
2406.10303,"A Survey on Large Language Models from General Purpose to Medical Applications: Datasets, Methodologies, and Evaluations"
1902.07539,False News On Social Media: A Data-Driven Survey
1012.2599,"A Tutorial on Bayesian Optimization of Expensive Cost Functions, with Application to Active User Modeling and Hierarchical Reinforcement Learning"
2003.11755,A Survey of Deep Learning for Scientific Discovery
2205.05949,Automated Audio Captioning: An Overview of Recent Progress and New Challenges
1902.04397,Cross-Modal Music Retrieval and Applications: An Overview of Key Methodologies
1912.10773,A Survey of Deep Learning Applications to Autonomous Vehicle Control
2307.13643,Backdoor Attacks against Voice Recognition Systems: A Survey
2205.13775,A Survey on Long-Tailed Visual Recognition
2211.10873,Interpretable Scientific Discovery with Symbolic Regression: A Review
2012.13392,Deep Learning-Based Human Pose Estimation: A Survey
2105.07190,A Comprehensive Taxonomy for Explainable Artificial Intelligence: A Systematic Survey of Surveys on Methods and Concepts
2103.09274,A survey of deep neural network watermarking techniques
1912.12378,Deep neural network models for computational histopathology: A survey
1908.08854,Linking Points With Labels in 3D: A Review of Point Cloud Semantic Segmentation
1903.11260,Small Data Challenges in Big Data Era: A Survey of Recent Progress on Unsupervised and Semi-Supervised Methods
1605.09522,Kernel Mean Embedding of Distributions: A Review and Beyond
1308.5865,A Survey and Taxonomy of Graph Sampling
2203.15935,Graph Neural Networks in IoT: A Survey
2303.18184,A Survey on Automated Program Repair Techniques
2007.09815,Event Prediction in the Big Data Era: A Systematic Survey
2209.05324,"Delving into the Devils of Bird's-eye-view Perception: A Review, Evaluation and Recipe"
1909.00958,Graph Representation Learning: A Survey
2209.00517,"The Neural Process Family: Survey, Applications and Perspectives"
1901.05498,Deep learning-based electroencephalography analysis: a systematic review
2109.08094,The Effects of Human Aspects on the Requirements Engineering Process: A Systematic Literature Review
2004.00216,Heterogeneous Network Representation Learning: A Unified Framework with Survey and Benchmark
2411.11150,A Comprehensive Survey on Visual Question Answering Datasets and Algorithms
1602.06347,Distributed Constraint Optimization Problems and Applications: A Survey
2405.01221,"A Survey on Semantic Communication Networks: Architecture, Security, and Privacy"
2012.11233,"Hardware and Software Optimizations for Accelerating Deep Neural Networks: Survey of Current Trends, Challenges, and the Road Ahead"
1901.04277,Natural Disasters Detection in Social Media and Satellite imagery: a survey
2402.05741,Real-World Robot Applications of Foundation Models: A Review
2401.01454,"A Survey on Autonomous Driving Datasets: Statistics, Annotation Quality, and a Future Outlook"
2207.11812,"Federated Graph Machine Learning: A Survey of Concepts, Techniques, and Applications"
2506.15421,Reward Models in Deep Reinforcement Learning: A Survey
2508.12752,Deep Research: A Survey of Autonomous Research Agents
1810.01989,"Verification for Machine Learning, Autonomy, and Neural Networks Survey"
1812.09628,Intelligent Tutoring Systems: A Comprehensive Historical Survey with Recent Developments
1903.02460,A Survey of Network-based Intrusion Detection Data Sets
2410.13883,Transformers Utilization in Chart Understanding: A Review of Recent Advances & Future Trends
2402.13553,Generative AI for Secure Physical Layer Communications: A Survey
2402.04059,Deep Learning for Multivariate Time Series Imputation: A Survey
2401.04971,A Survey on Cross-Domain Sequential Recommendation
2402.16374,"Graph Learning under Distribution Shifts: A Comprehensive Survey on Domain Adaptation, Out-of-distribution, and Continual Learning"
2507.00917,A Survey: Learning Embodied Intelligence from Physical Simulators and World Models
2504.04011,Foundation Models for Time Series: A Survey
2307.16851,Towards Trustworthy and Aligned Machine Learning: A Data-centric Survey with Causality Perspectives
2405.12750,Generative AI in Cybersecurity: A Comprehensive Review of LLM Applications and Vulnerabilities
1705.04009,A survey of Community Question Answering
2305.19591,Traffic Prediction using Artificial Intelligence: Review of Recent Advances and Emerging Opportunities
2202.10435,Survey on Large Scale Neural Network Training
2111.09673,"A Survey on Metaverse: the State-of-the-art, Technologies, Applications, and Challenges"
2307.15615,"A survey on deep learning in medical image registration: new technologies, uncertainty, evaluation metrics, and beyond"
2201.08450,Automatic Item Generation of Figural Analogy Problems: A Review and Outlook
2012.11866,Human Action Recognition from Various Data Modalities: A Review
1612.03365,Multiple Instance Learning: A Survey of Problem Characteristics and Applications
2508.10399,Large Model Empowered Embodied AI: A Survey on Decision-Making and Embodied Learning
2503.06195,Human-AI Experience in Integrated Development Environments: A Systematic Literature Review
2406.03880,Memorization in deep learning: A survey
2306.11963,A Survey of Multimodal Information Fusion for Smart Healthcare: Mapping the Journey from Data to Wisdom
2112.08936,Perception and Sensing for Autonomous Vehicles Under Adverse Weather Conditions: A Survey
1708.00247,Query expansion techniques for information retrieval: A survey
2008.09104,"A review of deep learning in medical imaging: Imaging traits, technology trends, case studies with progress highlights, and future promises"
2404.16651,Evolutionary Large Language Models for Hardware Security: A Comparative Survey
2503.18016,Retrieval Augmented Generation and Understanding in Vision: A Survey and New Outlook
2305.00237,"A Review of ChatGPT Applications in Education, Marketing, Software Engineering, and Healthcare: Benefits, Drawbacks, and Research Directions"
1601.06823,Survey on the attention based RNN model and its applications in computer vision
2202.07008,Autonomous Vehicles on the Edge: A Survey on Autonomous Vehicle Racing
2303.06532,Automated Design of Metaheuristic Algorithms: A Survey
2412.14732,"Beyond the Hype: A Comprehensive Review of Current Trends in Generative AI Research, Teaching Practices, and Tools"
2404.04566,"Efficient and Green Large Language Models for Software Engineering: Literature Review, Vision, and the Road Ahead"
2007.15484,Learning from Few Samples: A Survey
2203.06935,"A Systematic Review on Affective Computing: Emotion Models, Databases, and Recent Advances"
1805.02397,"A Review on Facial Micro-Expressions Analysis: Datasets, Features and Metrics"
1901.03407,Deep Learning for Anomaly Detection: A Survey
2301.03930,Networking Architecture and Key Supporting Technologies for Human Digital Twin in Personalized Healthcare: A Comprehensive Survey
2208.12397,Causal Inference in Recommender Systems: A Survey and Future Directions
2405.17439,An Overview of Machine Learning-Enabled Optimization for Reconfigurable Intelligent Surfaces-Aided 6G Networks: From Reinforcement Learning to Large Language Models
2312.01072,A Survey of Temporal Credit Assignment in Deep Reinforcement Learning
2308.01578,Unsupervised Representation Learning for Time Series: A Review
1909.12807,Research Commentary on Recommendations with Side Information: A Survey and Research Directions
2003.08673,Survey of Personalization Techniques for Federated Learning
2402.05322,Learning on Multimodal Graphs: A Survey
2109.12843,"A Survey of Graph Neural Networks for Recommender Systems: Challenges, Methods, and Directions"
2307.03929,Fairness-Aware Graph Neural Networks: A Survey
2304.00353,Reviewer Assignment Problem: A Systematic Review of the Literature
2011.12860,"Sensorimotor representation learning for an ""active self"" in robots: A model survey"
2402.09660,User Modeling and User Profiling: A Comprehensive Survey
2306.17614,Outcome-based Evaluation of Systematic Review Automation
2308.13420,Reinforcement Learning-assisted Evolutionary Algorithm: A Survey and Research Opportunities
2108.12290,Music Composition with Deep Learning: A Review
2506.23749,"A Survey of LLM-based Automated Program Repair: Taxonomies, Design Paradigms, and Applications"
2207.12599,A Survey of Explainable Graph Neural Networks: Taxonomy and Evaluation Metrics
2501.18934,Deep Learning Model Inversion Attacks and Defenses: A Comprehensive Survey
2011.04406,"A Survey of Label-noise Representation Learning: Past, Present and Future"
2501.12203,Explainability for Vision Foundation Models: A Survey
2509.05946,Large Language Models for Next-Generation Wireless Network Management: A Survey and Tutorial
2404.14082,Mechanistic Interpretability for AI Safety -- A Review
2306.00403,A Survey on Fairness-aware Recommender Systems
1811.10052,An overview of deep learning in medical imaging focusing on MRI
2405.05538,A Survey on Personalized Content Synthesis with Diffusion Models
2005.03201,What comprises a good talking-head video generation?: A Survey and Benchmark
1412.7584,Differential Privacy and Machine Learning: a Survey and Review
2007.00753,Opportunities and Challenges in Deep Learning Adversarial Robustness: A Survey
2004.04676,An Overview of Federated Deep Learning Privacy Attacks and Defensive Strategies
2105.11266,Argumentative XAI: A Survey
1803.05900,Toolflows for Mapping Convolutional Neural Networks on FPGAs: A Survey and Future Directions
2111.13755,A survey on multi-objective hyperparameter optimization algorithms for Machine Learning
2110.01411,Deep Reinforcement Learning Versus Evolution Strategies: A Comparative Survey
2202.08434,A Survey of Explainable Reinforcement Learning
2410.19265,A Survey of Deep Graph Learning under Distribution Shifts: from Graph Out-of-Distribution Generalization to Adaptation
2211.00216,Distributed Graph Neural Network Training: A Survey
2503.02891,Vision Transformers on the Edge: A Comprehensive Survey of Model Compression and Acceleration Strategies
2010.02973,Applications of Differential Privacy in Social Network Analysis: A Survey
