key,year,title,url
tantakoun-etal-2025-llms,2025,{LLM}s as Planning Formalizers: A Survey for Leveraging Large Language Models to Construct Automated Planning Models,https://aclanthology.org/2025.findings-acl.1291/
xie-etal-2025-towards,2025,Towards Controllable Speech Synthesis in the Era of Large Language Models: A Systematic Survey,https://aclanthology.org/2025.emnlp-main.40/
tang-etal-2025-large,2025,"Large Language Models for Automated Literature Review: An Evaluation of Reference Generation, Abstract Writing, and Review Composition",https://aclanthology.org/2025.emnlp-main.83/
yang-etal-2025-code,2025,"Code to Think, Think to Code: A Survey on Code-Enhanced Reasoning and Reasoning-Driven Code Intelligence in {LLM}s",https://aclanthology.org/2025.emnlp-main.130/
al-kautsar-etal-2025-indonesians,2025,What Do Indonesians Really Need from Language Technology? A Nationwide Survey,https://aclanthology.org/2025.emnlp-main.367/
nandi-etal-2025-psychology,2025,The Psychology of Falsehood: A Human-Centric Survey of Misinformation Detection,https://aclanthology.org/2025.emnlp-main.428/
tanjim-etal-2025-disambiguation,2025,Disambiguation in Conversational Question Answering in the Era of {LLM}s and Agents: A Survey,https://aclanthology.org/2025.emnlp-main.482/
chen-etal-2025-benchmarking-large,2025,Benchmarking Large Language Models Under Data Contamination: A Survey from Static to Dynamic Evaluation,https://aclanthology.org/2025.emnlp-main.511/
yang-etal-2025-towards-holistic,2025,Towards Holistic Evaluation of Large Audio-Language Models: A Comprehensive Survey,https://aclanthology.org/2025.emnlp-main.514/
durrani-etal-2025-editing,2025,Editing Across Languages: A Survey of Multilingual Knowledge Editing,https://aclanthology.org/2025.emnlp-main.803/
lu-etal-2025-representation,2025,Representation Potentials of Foundation Models for Multimodal Alignment: A Survey,https://aclanthology.org/2025.emnlp-main.843/
wu-etal-2025-incorporating,2025,Incorporating Diverse Perspectives in Cultural Alignment: Survey of Evaluation Benchmarks Through A Three-Dimensional Framework,https://aclanthology.org/2025.emnlp-main.862/
zheng-etal-2025-automation,2025,From Automation to Autonomy: A Survey on Large Language Models in Scientific Discovery,https://aclanthology.org/2025.emnlp-main.895/
resck-etal-2025-explainability,2025,Explainability and Interpretability of Multilingual Large Language Models: A Survey,https://aclanthology.org/2025.emnlp-main.1033/
lee-etal-2025-interpretation,2025,Interpretation Meets Safety: A Survey on Interpretation Methods and Tools for Improving {LLM} Safety,https://aclanthology.org/2025.emnlp-main.1091/
feng-etal-2025-multimodal,2025,Multimodal Neural Machine Translation: A Survey of the State of the Art,https://aclanthology.org/2025.emnlp-main.1125/
opitz-etal-2025-interpretable,2025,Interpretable Text Embeddings and Text Similarity Explanation: A Survey,https://aclanthology.org/2025.emnlp-main.1135/
liu-etal-2025-adversarial,2025,Adversarial Attacks Against Automated Fact-Checking: A Survey,https://aclanthology.org/2025.emnlp-main.1171/
chen-etal-2025-language,2025,"How do Language Models Reshape Entity Alignment? A Survey of {LM}-Driven {EA} Methods: Advances, Benchmarks, and Future",https://aclanthology.org/2025.emnlp-main.1184/
korre-etal-2025-evaluation,2025,Evaluation and Facilitation of Online Discussions in the {LLM} Era: A Survey,https://aclanthology.org/2025.emnlp-main.1243/
retkowski-etal-2025-summarizing,2025,Summarizing Speech: A Comprehensive Survey,https://aclanthology.org/2025.emnlp-main.1388/
wang-etal-2025-trustworthy,2025,Trustworthy Medical Question Answering: An Evaluation-Centric Survey,https://aclanthology.org/2025.emnlp-main.1398/
lin-etal-2025-creativity,2025,Creativity in {LLM}-based Multi-Agent Systems: A Survey,https://aclanthology.org/2025.emnlp-main.1403/
gamboa-etal-2025-social,2025,Social Bias in Multilingual Language Models: A Survey,https://aclanthology.org/2025.emnlp-main.1416/
wei-etal-2025-survey,2025,A Survey of Link Prediction in N-ary Knowledge Graphs,https://aclanthology.org/2025.emnlp-main.1451/
lee-etal-2025-compound,2025,"Compound {AI} Systems Optimization: A Survey of Methods, Challenges, and Future Directions",https://aclanthology.org/2025.emnlp-main.1463/
dong-etal-2025-beyond,2025,Beyond A Single {AI} Cluster: A Survey of Decentralized {LLM} Training,https://aclanthology.org/2025.emnlp-main.1486/
schoch-ji-2025-good,2025,"The Good, the Bad, and the Debatable: A Survey on the Impacts of Data for In-Context Learning",https://aclanthology.org/2025.emnlp-main.1514/
ramnath-etal-2025-systematic,2025,A Systematic Survey of Automatic Prompt Optimization Techniques,https://aclanthology.org/2025.emnlp-main.1681/
han-etal-2025-generalist,2025,From Generalist to Specialist: A Survey of Large Language Models for Chemistry,https://aclanthology.org/2025.coling-main.74/
hamed-etal-2025-survey,2025,"A Survey of Code-switched {A}rabic {NLP}: Progress, Challenges, and Future Directions",https://aclanthology.org/2025.coling-main.307/
zhang-etal-2025-survey,2025,A Survey of Generative Information Extraction,https://aclanthology.org/2025.coling-main.324/
ticona-etal-2025-indigenous,2025,Indigenous Languages Spoken in {A}rgentina: A Survey of {NLP} and Speech Resources,https://aclanthology.org/2025.coling-main.565/
xia-etal-2025-beyond,2025,Beyond Chain-of-Thought: A Survey of Chain-of-{X} Paradigms for {LLM}s,https://aclanthology.org/2025.coling-main.719/
zhang-etal-2025-sirens,2025,🧜{S}iren{'}s Song in the {AI} Ocean: A Survey on Hallucination in Large Language Models,https://aclanthology.org/2025.cl-4.9/
pawar-etal-2025-survey,2025,Survey of Cultural Awareness in Language Models: Text and Beyond,https://aclanthology.org/2025.cl-3.7/
wu-etal-2025-survey,2025,"A Survey on {LLM}-Generated Text Detection: Necessity, Methods, and Future Directions",https://aclanthology.org/2025.cl-1.8/
feldhus-kopf-2025-interpreting,2025,Interpreting Language Models Through Concept Descriptions: A Survey,https://aclanthology.org/2025.blackboxnlp-1.8/
benedetto-etal-2025-survey,2025,A Survey on Automated Distractor Evaluation in Multiple-Choice Tasks,https://aclanthology.org/2025.bea-1.5/
frederick-eneye-etal-2025-advances,2025,Advances in Auto-Grading with Large Language Models: A Cross-Disciplinary Survey,https://aclanthology.org/2025.bea-1.35/
wagner-etal-2025-mitigating,2025,Mitigating Hallucination by Integrating Knowledge Graphs into {LLM} Inference {--} a Systematic Literature Review,https://aclanthology.org/2025.acl-srw.53/
rachmat-etal-2025-qa,2025,{QA} Analysis in Medical and Legal Domains: A Survey of Data Augmentation in Low-Resource Settings,https://aclanthology.org/2025.acl-srw.89/
huang-etal-2025-enable,2025,"How to Enable Effective Cooperation Between Humans and {NLP} Models: A Survey of Principles, Formalizations, and Beyond",https://aclanthology.org/2025.acl-long.22/
zhang-etal-2025-survey-foundation,2025,A Survey on Foundation Language Models for Single-cell Biology,https://aclanthology.org/2025.acl-long.26/
lai-etal-2025-survey,2025,A Survey of Post-Training Scaling in Large Language Models,https://aclanthology.org/2025.acl-long.140/
li-etal-2025-knowledge-boundary,2025,Knowledge Boundary of Large Language Models: A Survey,https://aclanthology.org/2025.acl-long.256/
hu-etal-2025-os,2025,"{OS} Agents: A Survey on {MLLM}-based Agents for Computer, Phone and Browser Use",https://aclanthology.org/2025.acl-long.369/
shomee-etal-2025-survey,2025,A Survey on Patent Analysis: From {NLP} to Multimodal {AI},https://aclanthology.org/2025.acl-long.419/
ma-etal-2025-pragmatics,2025,"Pragmatics in the Era of Large Language Models: A Survey on Datasets, Evaluation, Opportunities and Challenges",https://aclanthology.org/2025.acl-long.425/
guo-etal-2025-sdbench,2025,{SDB}ench: A Survey-based Domain-specific {LLM} Benchmarking and Optimization Framework,https://aclanthology.org/2025.acl-long.662/
cui-etal-2025-recent,2025,Recent Advances in Speech Language Models: A Survey,https://aclanthology.org/2025.acl-long.682/
xia-etal-2025-selection,2025,From Selection to Generation: A Survey of {LLM}-based Active Learning,https://aclanthology.org/2025.acl-long.708/
wei-etal-2025-plangenllms,2025,{P}lan{G}en{LLM}s: A Modern Survey of {LLM} Planning Capabilities,https://aclanthology.org/2025.acl-long.958/
xu-etal-2025-personalized,2025,Personalized Generation In Large Model Era: A Survey,https://aclanthology.org/2025.acl-long.1201/
luo-etal-2025-survey,2025,A Survey on Efficient Large Language Model Training: From Data-centric Perspectives,https://aclanthology.org/2025.acl-long.1493/
qiu-etal-2025-completing,2025,Completing A Systematic Review in Hours instead of Months with Interactive {AI} Agents,https://aclanthology.org/2025.acl-long.1523/
vegner-etal-2025-behavioural,2025,Behavioural vs. Representational Systematicity in End-to-End Models: An Opinionated Survey,https://aclanthology.org/2025.acl-long.1537/
strobl-etal-2024-formal,2024,What Formal Languages Can Transformers Express? A Survey,https://aclanthology.org/2024.tacl-1.30/
miletic-walde-2024-semantics,2024,Semantics of Multiword Expressions in Transformer-Based Models: A Survey,https://aclanthology.org/2024.tacl-1.33/
tjuatja-etal-2024-llms,2024,Do {LLM}s Exhibit Human-like Response Biases? A Case Study in Survey Design,https://aclanthology.org/2024.tacl-1.56/
kamoi-etal-2024-llms,2024,When Can {LLM}s Actually Correct Their Own Mistakes? A Critical Survey of Self-Correction of {LLM}s,https://aclanthology.org/2024.tacl-1.78/
campos-etal-2024-conformal,2024,Conformal Prediction for Natural Language Processing: A Survey,https://aclanthology.org/2024.tacl-1.82/
zhu-etal-2024-survey-model,2024,A Survey on Model Compression for Large Language Models,https://aclanthology.org/2024.tacl-1.85/
svoboda-sevcikova-2024-compounds,2024,Compounds in {U}niversal {D}ependencies: A Survey in Five {E}uropean Languages,https://aclanthology.org/2024.sigtyp-1.12/
zhuang-kennington-2024-understanding,2024,Understanding Survey Paper Taxonomy about Large Language Models via Graph Representation Learning,https://aclanthology.org/2024.sdp-1.6/
deleanu-etal-2024-accessible,2024,Accessible Communication: a systematic review and comparative analysis of official {E}nglish Easy-to-Understand ({E}2{U}) language guidelines,https://aclanthology.org/2024.readi-1.7/
skubic-fiser-2024-parliamentary,2024,Parliamentary Discourse Research in Political Science: Literature Review,https://aclanthology.org/2024.parlaclarin-1.1/
roxas-2024-large,2024,Large Language Models and Natural Language Processing On Minority Languages: A Systematic Review,https://aclanthology.org/2024.paclic-1.1/
nakajima-etal-2024-survey,2024,A Survey for {LLM} Tuning Methods:Classifying Approaches Based on Model Internal Accessibility,https://aclanthology.org/2024.paclic-1.52/
li-etal-2024-viewpoints,2024,A Viewpoints Embedded Diff-table System For Cross-sectional Insight Survey In a Research Task,https://aclanthology.org/2024.paclic-1.53/
wong-2024-social,2024,What is the social benefit of hate speech detection research? A Systematic Review,https://aclanthology.org/2024.nlp4pi-1.1/
senger-etal-2024-deep,2024,Deep Learning-based Computational Job Market Analysis: A Survey on Skill Extraction and Classification from Job Postings,https://aclanthology.org/2024.nlp4hr-1.1/
sadeddine-etal-2024-survey,2024,A Survey of Meaning Representations {--} From Theory to Practical Utility,https://aclanthology.org/2024.naacl-long.159/
goswami-etal-2024-native,2024,Native Language Identification in Texts: A Survey,https://aclanthology.org/2024.naacl-long.173/
agrawal-etal-2024-knowledge,2024,Can Knowledge Graphs Reduce Hallucinations in {LLM}s? : A Survey,https://aclanthology.org/2024.naacl-long.219/
geng-etal-2024-survey,2024,A Survey of Confidence Estimation and Calibration in Large Language Models,https://aclanthology.org/2024.naacl-long.366/
dong-etal-2024-attacks,2024,"Attacks, Defenses and Evaluations for {LLM} Conversation Safety: A Survey",https://aclanthology.org/2024.naacl-long.375/
zhu-etal-2024-survey,2024,A Survey on Natural Language Processing for Programming,https://aclanthology.org/2024.lrec-main.149/
mao-etal-2024-gpteval,2024,{GPTE}val: A Survey on Assessments of {C}hat{GPT} and {GPT}-4,https://aclanthology.org/2024.lrec-main.693/
mihajlik-etal-2024-spoken,2024,Is Spoken {H}ungarian Low-resource?: A Quantitative Survey of {H}ungarian Speech Data Sets,https://aclanthology.org/2024.lrec-main.820/
li-etal-2024-large,2024,Large Language Models for Generative Recommendation: A Survey and Visionary Discussions,https://aclanthology.org/2024.lrec-main.886/
forkel-etal-2024-linguistic,2024,Linguistic Survey of {I}ndia and Polyglotta Africana: Two Retrostandardized Digital Editions of Large Historical Collections of Multilingual Wordlists,https://aclanthology.org/2024.lrec-main.925/
chen-etal-2024-retrieval,2024,Retrieval-Augmented Knowledge Integration into Language Models: A Survey,https://aclanthology.org/2024.knowllm-1.5/
krause-vossen-2024-gricean-maxims,2024,The {G}ricean Maxims in {NLP} - A Survey,https://aclanthology.org/2024.inlg-main.39/
schmidtova-etal-2024-automatic-metrics,2024,Automatic Metrics in Natural Language Generation: A survey of Current Evaluation Practices,https://aclanthology.org/2024.inlg-main.44/
dhaini-etal-2024-explainability-meets,2024,Explainability Meets Text Summarization: A Survey,https://aclanthology.org/2024.inlg-main.49/
anuranjana-etal-2024-survey,2024,Survey on Computational Approaches to Implicature,https://aclanthology.org/2024.icon-1.25/
ransing-etal-2024-survey,2024,"Survey of Pseudonymization, Abstractive Summarization {\&} Spell Checker for {H}indi and {M}arathi",https://aclanthology.org/2024.icon-1.42/
kapil-ekbal-2024-survey,2024,A Survey on Combating Hate Speech through Detection and Prevention in {E}nglish,https://aclanthology.org/2024.icon-1.57/
gupta-etal-2024-sociodemographic,2024,Sociodemographic Bias in Language Models: A Survey and Forward Path,https://aclanthology.org/2024.gebnlp-1.19/
zheng-etal-2024-comprehensive,2024,A Comprehensive Survey on Document-Level Information Extraction,https://aclanthology.org/2024.futured-1.6/
simon-etal-2024-generative,2024,Generative Approaches to Event Extraction: Survey and Outlook,https://aclanthology.org/2024.futured-1.7/
bonaldi-etal-2024-nlp,2024,{NLP} for Counterspeech against Hate: A Survey and How-To Guide,https://aclanthology.org/2024.findings-naacl.221/
ghinassi-etal-2024-recent,2024,Recent Trends in Linear Text Segmentation: A Survey,https://aclanthology.org/2024.findings-emnlp.174/
wang-etal-2024-survey,2024,A Survey on Natural Language Counterfactual Generation,https://aclanthology.org/2024.findings-emnlp.276/
wang-etal-2024-knowledge-mechanisms,2024,Knowledge Mechanisms in Large Language Models: A Survey and Perspective,https://aclanthology.org/2024.findings-emnlp.416/
pai-etal-2024-survey,2024,A Survey on Open Information Extraction from Rule-based Model to Large Language Model,https://aclanthology.org/2024.findings-emnlp.560/
yang-etal-2024-survey,2024,A Survey on Detection of {LLM}s-Generated Content,https://aclanthology.org/2024.findings-emnlp.572/
zhao-etal-2024-length,2024,Length Extrapolation of Transformers: A Survey from the Perspective of Positional Encoding,https://aclanthology.org/2024.findings-emnlp.582/
sahoo-etal-2024-comprehensive,2024,"A Comprehensive Survey of Hallucination in Large Language, Image, Video and Audio Foundation Models",https://aclanthology.org/2024.findings-emnlp.685/
tseng-etal-2024-two,2024,Two Tales of Persona in {LLM}s: A Survey of Role-Playing and Personalization,https://aclanthology.org/2024.findings-emnlp.969/
probol-mieskes-2024-autism,2024,Autism Detection in Speech {--} A Survey,https://aclanthology.org/2024.findings-eacl.75/
zhan-etal-2024-lets,2024,Let{'}s Negotiate! A Survey of Negotiation Dialogue Systems,https://aclanthology.org/2024.findings-eacl.136/
hsu-etal-2024-chime,2024,{CHIME}: {LLM}-Assisted Hierarchical Organization of Scientific Studies for Literature Review Support,https://aclanthology.org/2024.findings-acl.8/
urlana-etal-2024-controllable,2024,"Controllable Text Summarization: Unraveling Challenges, Approaches, and Prospects - A Survey",https://aclanthology.org/2024.findings-acl.93/
shi-etal-2024-medical,2024,"Medical Dialogue System: A Survey of Categories, Methods, Evaluation and Challenges",https://aclanthology.org/2024.findings-acl.167/
nguyen-etal-2024-video,2024,"Video-Language Understanding: A Survey from Model Architecture, Model Training, and Data Perspectives",https://aclanthology.org/2024.findings-acl.217/
reinig-etal-2024-survey,2024,A Survey on Modelling Morality for Text Analysis,https://aclanthology.org/2024.findings-acl.245/
xia-etal-2024-unlocking,2024,Unlocking Efficiency in Large Language Model Inference: A Comprehensive Survey of Speculative Decoding,https://aclanthology.org/2024.findings-acl.456/
liu-etal-2024-sumsurvey,2024,{S}um{S}urvey: An Abstractive Dataset of Scientific Survey Papers for Long Document Summarization,https://aclanthology.org/2024.findings-acl.574/
hammerl-etal-2024-understanding,2024,Understanding Cross-Lingual {A}lignment{---}{A} Survey,https://aclanthology.org/2024.findings-acl.649/
long-etal-2024-llms,2024,"On {LLM}s-Driven Synthetic Data Generation, Curation, and Evaluation: A Survey",https://aclanthology.org/2024.findings-acl.658/
caffagni-etal-2024-revolution,2024,The Revolution of Multimodal Large Language Models: A Survey,https://aclanthology.org/2024.findings-acl.807/
nakov-etal-2024-survey,2024,A Survey on Predicting the Factuality and the Bias of News Media,https://aclanthology.org/2024.findings-acl.944/
deng-etal-2024-unveiling,2024,Unveiling the Spectrum of Data Contamination in Language Model: A Survey from Detection to Remediation,https://aclanthology.org/2024.findings-acl.951/
tan-etal-2024-large,2024,Large Language Models for Data Annotation and Synthesis: A Survey,https://aclanthology.org/2024.emnlp-main.54/
dong-etal-2024-survey,2024,A Survey on In-context Learning,https://aclanthology.org/2024.emnlp-main.64/
wein-opitz-2024-survey,2024,A Survey of {AMR} Applications,https://aclanthology.org/2024.emnlp-main.390/
xu-etal-2024-knowledge-conflicts,2024,Knowledge Conflicts for {LLM}s: A Survey,https://aclanthology.org/2024.emnlp-main.486/
zhang-etal-2024-comprehensive-survey,2024,A Comprehensive Survey of Scientific Large Language Models and Their Applications in Scientific Discovery,https://aclanthology.org/2024.emnlp-main.498/
mccurdy-etal-2024-toward,2024,Toward Compositional Behavior in Neural Models: A Survey of Current Views,https://aclanthology.org/2024.emnlp-main.524/
giadikiaroglou-etal-2024-puzzle,2024,Puzzle Solving using Reasoning of Large Language Models: A Survey,https://aclanthology.org/2024.emnlp-main.646/
laskar-etal-2024-systematic,2024,"A Systematic Survey and Critical Review on Evaluating Large Language Models: Challenges, Limitations, and Recommendations",https://aclanthology.org/2024.emnlp-main.764/
li-ouyang-2024-related,2024,Related Work and Citation Text Generation: A Survey,https://aclanthology.org/2024.emnlp-main.767/
zhou-etal-2024-mystery,2024,The Mystery of In-Context Learning: A Comprehensive Survey on Interpretation and Analysis,https://aclanthology.org/2024.emnlp-main.795/
alhazmi-etal-2024-distractor,2024,"Distractor Generation in Multiple-Choice Tasks: A Survey of Methods, Datasets, and Evaluation",https://aclanthology.org/2024.emnlp-main.799/
adilazuarda-etal-2024-towards,2024,Towards Measuring and Modeling ``Culture'' in {LLM}s: A Survey,https://aclanthology.org/2024.emnlp-main.882/
liang-etal-2024-survey,2024,A Survey of Ontology Expansion for Conversational Understanding,https://aclanthology.org/2024.emnlp-main.1006/
wang-etal-2024-factuality,2024,Factuality of Large Language Models: A Survey,https://aclanthology.org/2024.emnlp-main.1088/
nguyen-ng-2024-computational,2024,Computational Meme Understanding: A Survey,https://aclanthology.org/2024.emnlp-main.1184/
ramesh-kashyap-etal-2024-comprehensive,2024,A Comprehensive Survey of Sentence Representations: From the {BERT} Epoch to the {CHATGPT} Era and Beyond,https://aclanthology.org/2024.eacl-long.104/
di-bonaventura-etal-2024-explanation,2024,Is Explanation All You Need? An Expert Survey on {LLM}-generated Explanations for Abusive Language Detection,https://aclanthology.org/2024.clicit-1.34/
lou-etal-2024-large,2024,Large Language Model Instruction Following: A Survey of Progresses and Challenges,https://aclanthology.org/2024.cl-3.7/
gallegos-etal-2024-bias,2024,Bias and Fairness in Large Language Models: A Survey,https://aclanthology.org/2024.cl-3.8/
lyu-etal-2024-towards,2024,Towards Faithful Model Explanation in {NLP}: A Survey,https://aclanthology.org/2024.cl-2.6/
braovic-etal-2024-systematic,2024,A Systematic Review of Computational Approaches to Deciphering {B}ronze {A}ge {A}egean and {C}ypriot Scripts,https://aclanthology.org/2024.cl-2.7/
chang-bergen-2024-language,2024,Language Model Behavior: A Comprehensive Survey,https://aclanthology.org/2024.cl-1.9/
hanmeng-yue-2024-da,2024,大模型逻辑推理研究综述(Survey on Logical Reasoning of Large Pre-trained Language Models),https://aclanthology.org/2024.ccl-2.3/
changjiang-etal-2024-da,2024,大模型时代的多语言研究综述(A Survey of Multilingual Research in the Large Language Model Era),https://aclanthology.org/2024.ccl-2.4/
xu-2024-ji,2024,基于大语言模型的自主智能体概述(A Survey on Large Language Model based Autonomous Agents Xu {C}hen),https://aclanthology.org/2024.ccl-2.8/
tian-etal-2024-sheng,2024,生成式文本质量的自动评估方法综述(A Survey of Automatic Evaluation on the Quality of Generated Text),https://aclanthology.org/2024.ccl-2.10/
olsen-etal-2024-socio,2024,Socio-political Events of Conflict and Unrest: A Survey of Available Datasets,https://aclanthology.org/2024.case-1.5/
agarwal-anastasopoulos-2024-concise,2024,A Concise Survey of {OCR} for Low-Resource Languages,https://aclanthology.org/2024.americasnlp-1.10/
blaschke-etal-2024-dialect,2024,What Do Dialect Speakers Want? A Survey of Attitudes Towards Language Technology for {G}erman Dialects,https://aclanthology.org/2024.acl-short.74/
chu-etal-2024-navigate,2024,"Navigate through Enigmatic Labyrinth A Survey of Chain of Thought Reasoning: Advances, Frontiers and Future",https://aclanthology.org/2024.acl-long.65/
feng-etal-2024-legal,2024,Legal Case Retrieval: A Survey of the State of the Art,https://aclanthology.org/2024.acl-long.350/
eldifrawi-etal-2024-automated,2024,Automated Justification Production for Claim Veracity in Fact Checking: A Survey on Architectures and Approaches,https://aclanthology.org/2024.acl-long.361/
li-etal-2024-fundamental,2024,Fundamental Capabilities of Large Language Models and their Applications in Domain Scenarios: A Survey,https://aclanthology.org/2024.acl-long.599/
otmakhova-etal-2024-media,2024,Media Framing: A typology and Survey of Computational Approaches Across Disciplines,https://aclanthology.org/2024.acl-long.822/
abercrombie-etal-2023-resources,2023,Resources for Automated Identification of Online Gender-Based Violence: A Systematic Review,https://aclanthology.org/2023.woah-1.17/
lorandi-belz-2023-control,2023,How to Control Sentiment in Text Generation: A Survey of the State-of-the-Art in Sentiment-Control Techniques,https://aclanthology.org/2023.wassa-1.30/
ishihara-2023-training,2023,Training Data Extraction From Pre-trained Language Models: A Survey,https://aclanthology.org/2023.trustnlp-1.23/
ducel-etal-2024-la,2024,La recherche sur les biais dans les mod{\`e}les de langue est biais{\'e}e : {\'e}tat de l{'}art en abyme [Bias Research for Language Models is Biased: a Survey for Deconstructing Bias in Large Language Models],https://aclanthology.org/2023.tal-3.6/
chen-etal-2023-empirical,2023,An Empirical Survey of Data Augmentation for Limited Data Learning in {NLP},https://aclanthology.org/2023.tacl-1.12/
badaro-etal-2023-transformers,2023,Transformers for Tabular Data Representation: A Survey of Models and Applications,https://aclanthology.org/2023.tacl-1.14/
treviso-etal-2023-efficient,2023,Efficient Methods for Natural Language Processing: A Survey,https://aclanthology.org/2023.tacl-1.48/
rennard-etal-2023-abstractive,2023,Abstractive Meeting Summarization: A Survey,https://aclanthology.org/2023.tacl-1.49/
liu-etal-2023-pre,2023,"Pre-train, Prompt, and Recommendation: A Comprehensive Survey of Language Modeling Paradigm Adaptations in Recommender Systems",https://aclanthology.org/2023.tacl-1.88/
fernandes-etal-2023-bridging,2023,Bridging the Gap: A Survey on Integrating (Human) Feedback for Natural Language Generation,https://aclanthology.org/2023.tacl-1.92/
dhaini-etal-2023-detecting,2023,Detecting {C}hat{GPT}: A Survey of the State of Detecting {C}hat{GPT}-Generated Text,https://aclanthology.org/2023.ranlp-stud.1/
li-2023-practical,2023,A Practical Survey on Zero-Shot Prompt Design for In-Context Learning,https://aclanthology.org/2023.ranlp-1.69/
blaschke-etal-2023-survey,2023,A Survey of Corpora for {G}ermanic Low-Resource Languages and Dialects,https://aclanthology.org/2023.nodalida-1.41/
orasan-2023-chatgpt,2023,{C}hat{GPT} for translators: a survey,https://aclanthology.org/2023.nlp4tia-1.10/
ganesh-etal-2023-survey,2023,A Survey of Challenges and Methods in the Computational Modeling of Multi-Party Dialog,https://aclanthology.org/2023.nlp4convai-1.12/
ramisch-etal-2023-survey,2023,A Survey of {MWE} Identification Experiments: The Devil is in the Details,https://aclanthology.org/2023.mwe-1.15/
ganesh-etal-2023-survey-using,2023,A Survey of using Large Language Models for Generating Infrastructure as Code,https://aclanthology.org/2023.icon-1.48/
zhao-etal-2023-retrieving,2023,Retrieving Multimodal Information for Augmented Generation: A Survey,https://aclanthology.org/2023.findings-emnlp.314/
bai-etal-2023-determine,2023,How to Determine the Most Powerful Pre-trained Language Model without Brute Force Fine-tuning? An Empirical Survey,https://aclanthology.org/2023.findings-emnlp.357/
akhtar-etal-2023-multimodal,2023,Multimodal Automated Fact-Checking: A Survey,https://aclanthology.org/2023.findings-emnlp.361/
zhu-etal-2023-hierarchical,2023,Hierarchical Catalogue Generation for Literature Review: A Benchmark,https://aclanthology.org/2023.findings-emnlp.453/
youssef-etal-2023-give,2023,Give Me the Facts! A Survey on Factual Knowledge Probing in Pre-trained Language Models,https://aclanthology.org/2023.findings-emnlp.1043/
shen-etal-2023-neural,2023,Neural Ranking with Weak Supervision for Open-Domain Question Answering : A Survey,https://aclanthology.org/2023.findings-eacl.129/
song-etal-2023-survey,2023,A Survey on Recent Advances in Keyphrase Extraction from Pre-trained Language Models,https://aclanthology.org/2023.findings-eacl.161/
xu-mcauley-2023-survey,2023,A Survey on Dynamic Neural Networks for Natural Language Processing,https://aclanthology.org/2023.findings-eacl.180/
huang-chang-2023-towards,2023,Towards Reasoning in Large Language Models: A Survey,https://aclanthology.org/2023.findings-acl.67/
winata-etal-2023-decades,2023,The Decades Progress on Code-Switching Research in {NLP}: A Systematic Survey on Trends and Challenges,https://aclanthology.org/2023.findings-acl.185/
vladika-matthes-2023-scientific,2023,Scientific Fact-Checking: A Survey of Resources and Approaches,https://aclanthology.org/2023.findings-acl.387/
kasanishi-etal-2023-scireviewgen,2023,{S}ci{R}eview{G}en: A Large-scale Dataset for Automatic Literature Review Generation,https://aclanthology.org/2023.findings-acl.418/
karamolegkou-etal-2023-mapping,2023,Mapping Brains with Language Models: A Survey,https://aclanthology.org/2023.findings-acl.618/
qin-etal-2023-end,2023,"End-to-end Task-oriented Dialogue: A Survey of Tasks, Methods, and Future Directions",https://aclanthology.org/2023.emnlp-main.363/
cho-etal-2023-integrative,2023,An Integrative Survey on Mental Health Conversational Agents to Bridge Computer Science and Medical Perspectives,https://aclanthology.org/2023.emnlp-main.698/
venkit-etal-2023-sentiment,2023,The Sentiment Problem: A Critical Survey towards Deconstructing Sentiment Analysis,https://aclanthology.org/2023.emnlp-main.848/
hiebl-gromann-2023-quality,2023,Quality in Human and Machine Translation: An Interdisciplinary Survey,https://aclanthology.org/2023.eamt-1.37/
henning-etal-2023-survey,2023,A Survey of Methods for Addressing Class Imbalance in Deep-Learning Based Natural Language Processing,https://aclanthology.org/2023.eacl-main.38/
friedrich-etal-2023-kind,2023,"A Kind Introduction to Lexical and Grammatical Aspect, with a Survey of Computational Approaches",https://aclanthology.org/2023.eacl-main.44/
chawla-etal-2023-social,2023,Social Influence Dialogue Systems: A Survey of Datasets and Models For Social Influence Tasks,https://aclanthology.org/2023.eacl-main.53/
zhang-etal-2023-survey,2023,A Survey of Multi-task Learning in Natural Language Processing: Regarding Task Relatedness and Training Methods,https://aclanthology.org/2023.eacl-main.66/
kumar-etal-2023-language,2023,Language Generation Models Can Cause Harm: So What Can We Do About It? An Actionable Survey,https://aclanthology.org/2023.eacl-main.241/
lewis-2023-survey,2023,A Survey of Computational Infrastructure to Help Preserve and Revitalize Bodw{\'e}wadmimwen,https://aclanthology.org/2023.computel-1.7/
zhou-etal-2023-survey,2023,A Survey of Evaluation Methods of Generated Medical Textual Reports,https://aclanthology.org/2023.clinicalnlp-1.48/
bryant-etal-2023-grammatical,2023,Grammatical Error Correction: A Survey of the State of the Art,https://aclanthology.org/2023.cl-3.4/
sommerschield-etal-2023-machine,2023,Machine Learning for Ancient Languages: A Survey,https://aclanthology.org/2023.cl-3.5/
apidianaki-2023-word,2023,From Word Types to Tokens and Back: A Survey of Approaches to Word Meaning Representation and Interpretation,https://aclanthology.org/2023.cl-2.7/
ziyu-etal-2023-lens,2023,Through the Lens of Core Competency: Survey on Evaluation of Large Language Models,https://aclanthology.org/2023.ccl-2.8/
